chnm	casn	gene_name	assay_name	assay_format_type	assay_source_name	organism	logc	resp	idx
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0.954242509	5.543613531	24189
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0.954242509	5.543613531	24190
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	2.885936784	24191
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	2.885936784	24192
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.045757491	-1.175752023	24193
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.045757491	-1.175752023	24194
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0.477121255	0.671858299	24195
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0.477121255	0.671858299	24196
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0.954242509	6.733852497	24197
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0.954242509	6.733852497	24198
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	1.923957856	24199
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	1.923957856	24200
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.045757491	-2.351504046	24201
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.045757491	-2.351504046	24202
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0.477121255	1.755993281	24203
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0.477121255	1.755993281	24204
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0.954242509	11.34524355	24205
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0.954242509	11.34524355	24206
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0.473354711	24207
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0.473354711	24208
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.045757491	3.298213468	24209
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.045757491	3.298213468	24210
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0.477121255	2.550007635	24211
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0.477121255	2.550007635	24212
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0.954242509	4.412887464	24213
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0.954242509	4.412887464	24214
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0.407285892	24215
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0.407285892	24216
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.045757491	-1.255798167	24217
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.045757491	-1.255798167	24218
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0.477121255	1.81015952	24219
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0.477121255	1.81015952	24220
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0.954242509	2.692612286	24221
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0.954242509	2.692612286	24222
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0	24223
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0	24224
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.045757491	1.040841724	24225
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.045757491	1.040841724	24226
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0.477121255	1.493381604	24227
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0.477121255	1.493381604	24228
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0.954242509	6.312931327	24229
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0.954242509	6.312931327	24230
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0.429912886	24231
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0.429912886	24232
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.045757491	3.032017197	24233
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.045757491	3.032017197	24234
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0.477121255	7.116189614	24235
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0.477121255	7.116189614	24236
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0.954242509	5.543613531	24237
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0.954242509	5.543613531	24238
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	-0.561797753	25625
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	-0.561797753	25626
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	2.029720913	25627
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	2.029720913	25628
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	-1.250453063	25629
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	-1.250453063	25630
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-2	0.380572671	25631
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	0.380572671	25632
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	3.841971729	25633
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	3.841971729	25634
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-5.019934759	25635
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-5.019934759	25636
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	1.884740848	25637
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	1.884740848	25638
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0	3.769481696	25639
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	3.769481696	25640
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	-2.301558536	25641
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	-2.301558536	25642
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-2	3.515766582	25643
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	3.515766582	25644
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	2.736498731	25645
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	2.736498731	25646
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-1	1.322943095	25647
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	1.322943095	25648
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	1.939108373	25649
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	1.939108373	25650
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0	6.052917724	25651
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	6.052917724	25652
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0.326205147	25653
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0.326205147	25654
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-2	3.841971729	25655
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	3.841971729	25656
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-0.126857557	25657
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-0.126857557	25658
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0	4.512504531	25659
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	4.512504531	25660
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	-0.561797753	25661
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	-0.561797753	25662
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	2.029720913	25663
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	2.029720913	25664
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	-1.250453063	25665
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	-1.250453063	25666
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-2	0.380572671	25667
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	0.380572671	25668
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	3.841971729	25669
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	3.841971729	25670
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-5.019934759	25671
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-5.019934759	25672
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	1.884740848	25673
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	1.884740848	25674
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0	3.769481696	25675
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	3.769481696	25676
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	-2.301558536	25677
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	-2.301558536	25678
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-2	3.515766582	25679
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	3.515766582	25680
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	2.736498731	25681
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	2.736498731	25682
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-1	1.322943095	25683
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	1.322943095	25684
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	1.939108373	25685
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	1.939108373	25686
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0	6.052917724	25687
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	6.052917724	25688
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0.326205147	25689
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0.326205147	25690
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-2	3.841971729	25691
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	3.841971729	25692
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-0.126857557	25693
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-0.126857557	25694
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_1440	cell-based	OT	human	0	4.512504531	25695
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	4.512504531	25696
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-2	-11.57677774	26243
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-2	-11.57677774	26244
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-1	3.400893164	26245
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-1	3.400893164	26246
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-2.522878745	-1.683270354	26247
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-2.522878745	-1.683270354	26248
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	0	-5.324630711	26249
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	0	-5.324630711	26250
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-1.522878745	-7.179663346	26251
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-1.522878745	-7.179663346	26252
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-2	2.782548952	26253
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-2	2.782548952	26254
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-0.522878745	0.652696668	26255
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-0.522878745	0.652696668	26256
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-1	-0.72140158	26257
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-1	-0.72140158	26258
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-2.522878745	6.080384748	26259
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-2.522878745	6.080384748	26260
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	0	8.072827207	26261
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	0	8.072827207	26262
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-1.522878745	-0.377877018	26263
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-1.522878745	-0.377877018	26264
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-2	6.561319134	26265
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-2	6.561319134	26266
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-0.522878745	13.84403985	26267
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-0.522878745	13.84403985	26268
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-1	-3.126073514	26269
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-1	-3.126073514	26270
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-2.522878745	2.232909653	26271
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-2.522878745	2.232909653	26272
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	0	13.77533494	26273
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	0	13.77533494	26274
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-1.522878745	14.59979389	26275
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-1.522878745	14.59979389	26276
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-0.522878745	8.759876331	26277
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-0.522878745	8.759876331	26278
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-2	-11.57677774	26279
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-2	-11.57677774	26280
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-1	3.400893164	26281
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-1	3.400893164	26282
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-2.522878745	-1.683270354	26283
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-2.522878745	-1.683270354	26284
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	0	-5.324630711	26285
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	0	-5.324630711	26286
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-1.522878745	-7.179663346	26287
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-1.522878745	-7.179663346	26288
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-2	2.782548952	26289
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-2	2.782548952	26290
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-0.522878745	0.652696668	26291
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-0.522878745	0.652696668	26292
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-1	-0.72140158	26293
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-1	-0.72140158	26294
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-2.522878745	6.080384748	26295
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-2.522878745	6.080384748	26296
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	0	8.072827207	26297
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	0	8.072827207	26298
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-1.522878745	-0.377877018	26299
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-1.522878745	-0.377877018	26300
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-2	6.561319134	26301
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-2	6.561319134	26302
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-0.522878745	13.84403985	26303
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-0.522878745	13.84403985	26304
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-1	-3.126073514	26305
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-1	-3.126073514	26306
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-2.522878745	2.232909653	26307
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-2.522878745	2.232909653	26308
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	0	13.77533494	26309
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	0	13.77533494	26310
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-1.522878745	14.59979389	26311
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-1.522878745	14.59979389	26312
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-0.522878745	8.759876331	26313
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-0.522878745	8.759876331	26314
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-0.522878745	0.138580931	28637
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-0.522878745	0.138580931	28638
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	-0.045757491	3.159645233	28639
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_0480	cell-based	OT	human	-0.045757491	3.159645233	28640
17-Methyltestosterone	58-18-4	estrogen receptor 1	OT_ER_ERaERb_0480	cell-based	OT	human	0.477121255	-4.129711752	28641
